,0
77191,profligate
77192,"mines,"
77193,"showdown,"
77194,"railroad,"
77195,Artemis
77196,Bulette's
77197,"tongs,"
77198,"saloons,"
77199,Auction
77200,"""city"
77201,"illusions,"""
77202,un-intentionally
77203,"funny,excess"
77204,"gore,violence"
77205,">This,however"
77206,"say,what"
77207,aroundexcept
77208,themAND
77209,aboutI
77210,knitting
77211,"scenes,the"
77212,needles
77213,"eyes,that"
77214,"again,the"
77215,Pre-posterous
77216,Funnily
77217,Hadfield
77218,TLOG
77219,"Dwarf,"
77220,>Suffice
77221,welcoming
77222,hack-and-slash
77223,"somber,"
77224,"""Anatomy"
77225,"Scene"""
77226,grimness
77227,Au
77228,"Contraire,"
77229,themself
77230,"""Body"
77231,"Heat"""
77232,Sholay:
77233,Ironic
77234,"Singh,"
77235,Mohanlal
77236,Devgan
77237,Ajay-Nisha
77238,"Jungle,"
77239,holey
77240,"grail,"
77241,Slipknotian
77242,"100,000"
77243,"the"""
77244,System
77245,ultra-dull
77246,whatsoever:
77247,"gimmicky,"
77248,heard-them-a-million-times-before
77249,played-solely-at-the-guitar-neck
77250,grouped
77251,"""songs"""
77252,"cohesion,"
77253,"highlights,"
77254,Slipknot's
77255,growl
77256,no39
77257,"""Nu"
77258,"Metal"""
77259,handbook
77260,clearly:
77261,tone-deaf
77262,"microphone"""
77263,"""singer"""
77264,belching
77265,"""melodies"""
77266,"stolen,"
77267,"nicked,"
77268,"borrowed,"
77269,MrBungle
77270,"nu-metal,"
77271,categorization
77272,"Slipknot,"
77273,frontman
77274,"More,"
77275,zit-faced
77276,"Patton,"
77277,nu-metal
77278,Predictably
77279,flattered
77280,sub-genres
77281,dears
77282,"Thrashed"","
77283,mask:
77284,baby-faced
77285,"ginger,"
77286,Mustaine's
77287,music-world
77288,http:rateyourmusiccomcollectionFedor81
77289,"""no"""
77290,"""Nuovomondo"""
77291,Emanuele
77292,Crialese
77293,dialogue-driven
77294,US-American
77295,Crialese's
77296,Way1993
77297,Goodgfellas
77298,STING
77299,Part2
77300,RISE
77301,RAZZIE
77302,S@*T
77303,FEST
77304,Pachanga
77305,many-splendored
77306,"Morning,"
77307,"""Splendored"
77308,"pleasing,"
77309,Cliffhangin
77310,movieStallone
77311,alwaysMichael
77312,villainThe
77313,themeThe
77314,dullIf
77315,"Cliffhanger,you"
77316,"Wood,"
77317,cretinous
77318,"""Cube"
77319,"Zero"""
77320,left-winger
77321,leftists
77322,anti-democracy
77323,pro-dictatorship
77324,Zimbabwe
77325,anti-military
77326,"regimes,"
77327,adamantly
77328,anti-democratic
77329,illogicalities
77330,supervise
77331,"entails,"
77332,exciting:
77333,>Picture
77334,family-based
77335,"gang"""
77336,"Phil,"
77337,April:
77338,Phil:
77339,Bam:
77340,Slayer
77341,Cradle
77342,love-metal
77343,"CKY,"
77344,dimensionality
77345,gossamer
77346,Kristine
77347,Molie
77348,Weeks
77349,lover;
77350,irreversible
77351,geology
77352,"1,750"
77353,"""Stan"""
77354,"solution,"
77355,CEMENT
77356,Madeleine
77357,L'Engle's
77358,two-piece
77359,"mega-disappointing,"
77360,onboardWritten
77361,"Acharya,"
77362,"Cliff,"
77363,call-centre
77364,Bhaiyyaji
77365,"gangster,"
77366,"Pooja,"
77367,gangster's
77368,swindle
77369,crore
77370,rupees
77371,"Pandey,"
77372,"Kanpur,"
77373,countryMuch
77374,"potboilers,"
77375,treatment's
77376,three-act
77377,bullet-dodging
77378,Rajasthani
77379,"fort,"
77380,Kareeena's
77381,shaolin
77382,scooter
77383,zipping
77384,"naala,"
77385,Dhanno-style
77386,horse-driven
77387,tonga
77388,sweetheartsYou
77389,Arbitrarily
77390,stewThere
77391,"softly,"
77392,"Tashan,"
77393,Packaged
77394,snazzily
77395,glossy-finish
77396,lakhs
77397,Borrowing
77398,wafer-thin
77399,Kapoor's
77400,Hinglish
77401,"wrists,"
77402,fumbles
77403,"foolishly,"
77404,salvaged
77405,Kumar's
77406,cupping
77407,crotch
77408,double-meaning
77409,thereDespite
77410,"Vishal-Shekhar,"
77411,"brilliant,casting,location"
77412,"scenery,story,direction,everyone's"
77413,"played,and"
77414,"there,Robert"
77415,"director,Norman's"
77416,"myself,so"
77417,"film,the"
77418,"great,it"
77419,"brilliant,so"
77420,retail
77421,"watch,and"
77422,fly-fishing
77423,"amazing,really"
77424,"sad,and"
77425,"good,and"
77426,"brilliant,children"
77427,"""Opening"
77428,fascinating;
77429,demons;
77430,theater;
77431,>Cassavetes
77432,unkindness
77433,'backstage'
77434,Rowlands'
77435,do;
77436,Myrtle's
77437,subconsciousness
77438,backstage;
77439,"""Shadows"","
77440,"""Shadows"""
77441,Ruban's
77442,listening;
77443,>Improvisation
77444,watch;
77445,Mail's
77446,Tookey
77447,"""watch"
77448,'Have
77449,descended
77450,this'
77451,testified
77452,"cynicism,"
77453,"abomination"""
77454,"""aimed"
77455,oafs
77456,unwashed
77457,graze
77458,pavement
77459,"sordid,"
77460,malodorous
77461,"life"","
77462,symptomatic
77463,"self-gratification,"
77464,yobbishness
77465,'saying
77466,tw*t
77467,Brummie
77468,accent'
77469,"Goodies,"
77470,Spitting
77471,"Image,"
77472,O'Clock
77473,">Ideally,"
77474,Vix
77475,Slags
77476,ill-starred
77477,schedule-filling
77478,"EVER"""
77479,"was""but,"
77480,'Albert
77481,Steptoe's
77482,body'
77483,Crook
77484,>Soundtrack
77485,"'ladrock',"
77486,ska-based
77487,lager-lout-friendly
77488,jukebox
77489,piffle
77490,chirpy
77491,cockernee
77492,doin'
77493,Lambeth
77494,watered-down
77495,knob-shiners
77496,eightiesand
77497,'Ace
77498,Spades'
77499,Motorhead
77500,helltrying
77501,"Ones,"
77502,>Script
77503,Smut
77504,Zit
77505,Bull-fuelled
77506,sessionSURELY
77507,"worldly,"
77508,Gatiss
77509,itMark
77510,Gatissthe
77511,Gentlemen
77512,Goodies
77513,fly-blown
77514,lead-lined
77515,diver's
77516,'face
77517,rectum'
77518,Pemberton
77519,soundproofed
77520,diePLEASE
77521,">Cinema,"
77522,Bateman's
77523,Headless
77524,new-wave
77525,music--of
77526,Classical
77527,Rhythm
77528,unrecognized
77529,"""Kingfish"""
77530,AMOS
77531,'N
77532,ANDY
77533,others--this
77534,rubber-faced
77535,ardently
77536,suitors
77537,LotR
77538,disrespectfully
77539,wizard:
77540,"Almghandi,"
77541,Sauron's
77542,"""Sauraus"""
77543,Aragorns
77544,"""Ulrike"""
77545,"""Strunzdumm"""
77546,Wormtong
77547,Grmpfli
77548,Heidi
77549,huh-huh
77550,moustaches
77551,"serving,"
77552,Symbolism
77553,"disasters,"
77554,"abstract,"
77555,Costas
77556,Mandalar
77557,H's
77558,depute
77559,punisher
77560,Helmsley
77561,mispronunciation
77562,Gine
77563,"Gein,Dahmer,"
77564,Drawn
77565,whets
77566,FREAKING
77567,DbP
77568,Accepted
77569,pleases
77570,BOTTOM
77571,expel
77572,snowmobile
77573,"""Triple-X,"""
77574,"""xXx"""
77575,Hollowood
77576,"""XXX"""
77577,>-Zafoid
77578,Barretto's
77579,Aquino's
77580,Pinoy
77581,'pushed'
77582,"goodness,"
77583,KIND
77584,'most
77585,SAYANG
77586,CHACE
77587,CRAWFORD
77588,cussing
77589,playboys
77590,"Max,"
77591,baits
77592,concernedwho
77593,"fast-paced,"
77594,thinking:
77595,"skulls,"
77596,"peacocks,"
77597,"gardeners,"
77598,tuba
77599,bulldozer
77600,"f**k,"
77601,"s**t,"
77602,m*****f****r
77603,"'surprises',"
77604,"""Escanaba"
77605,"Moonlight"""
77606,">""Escanaba"
77607,Rebuen
77608,Soady
77609,Deer
77610,two-forms
77611,Albery
77612,Presnell
77613,Remnar
77614,spiritualNative
77615,3-Way
77616,"""kick"""
77617,Northfork's
77618,"Jack"""
77619,includes:
77620,orphan
77621,inspiringly
77622,hot-headed
77623,Jolson
77624,"Singer"""
77625,believeable
77626,"Ameche,"
77627,Bromberg
77628,Celine
77629,"vibrancy,"
77630,ENTHUSIASM
77631,VULNERABILITY
77632,"reserved,"
77633,rehearsed
77634,incredible:
77635,Rodgers
77636,"""rock"""
77637,over-wrought
77638,"""Broadway"
77639,"Album,"""
77640,"""they"""
77641,"Broadway"""
77642,composers'
77643,"Rodgers,"
77644,"melodies,"
77645,>Supposedly
77646,"me,"""
77647,heeding
77648,"guests,"
77649,1201
77650,"Late"""
77651,"""Make"
77652,"Believe"""
77653,"Taste,"""
77654,"""auto-pilot"""
77655,"""kooky"""
77656,"schtick-patter,"
77657,extravagance
77658,Bergdorf-Goodman's
77659,stunner
77660,"""Streisand,"
77661,"""Lover"
77662,"Parade"""
77663,"""Fanny"
77664,Brice
77665,"Broadway"","
77666,dress-rehearsal
77667,Fanny
77668,ZIEGFIELD
77669,Brice's
77670,TWENTY-THREE
77671,"""talents"""
77672,under-
77673,and-
77674,Malaysian
77675,"Malaysia,"
77676,>Spinning
77677,Gasing
77678,tailor-made
77679,"""exotic"","
77680,"Goodbye,"
77681,Chips
77682,"yesterday,"
77683,"teary-eyed,"
77684,"Somewhere,"
77685,FEELING
77686,ACTING
77687,>Denied
77688,>Losing
77689,Golan-Globus
77690,tempos
77691,"McTiernan,"
77692,not-ready-for-prime-time
77693,choreographyGolan-Globus
77694,point-of-view
77695,">""Ninja"
77696,hackwork
77697,G-G
77698,"factory,"
77699,movie-goers'
77700,pledged
77701,Orientals
77702,actorress
77703,"assaults,"
77704,assassinations
77705,gurgling
77706,Beefy
77707,GuyBodyguards
77708,Suits
77709,'Son
77710,B*tch'
77711,roundhouse
77712,*ss
77713,Confrontation
77714,RoadRunner
77715,>Ninja
77716,Bodyguards
77717,Noh
77718,Lucinda
77719,Dickey
77720,muscled
77721,cheekbones
77722,'ooomph'
77723,feats
77724,">Naturally,"
77725,Kusugi
77726,3rd-rate
77727,Kosugi
77728,seriousfor
77729,aquarium
77730,Marineland
77731,Fagin
77732,Shani
77733,Wallis'
77734,"""scariest"
77735,jump-moment
77736,Tun
77737,J-Horror
77738,"""Columbo"""
77739,"Brimmer,"
77740,"magnate,"
77741,"Kennicut,"
77742,Brimmer
77743,"palm-reading,"
77744,ruse
77745,Brimmer's
77746,admitting
77747,goofily
77748,"""lifeline"
77749,mound
77750,"moon"","
77751,palm-reading
77752,bribing
77753,honoured
77754,accusing
77755,mindgames
77756,panicking
77757,Kennicut
77758,"""Double"
77759,"Exposure"""
77760,"comeback,"
77761,"Circles,"
77762,"witnesses,"
77763,trios
77764,Gleeson's
77765,overglamorize
77766,"thug,"
77767,'anti-social'
77768,balaclava
77769,"Dunbar,"
77770,Angeline
77771,Voight's
77772,Garda
77773,overcompensating
77774,non-involvement
77775,"Zardoz,"
77776,genre-mainstay
77777,spars
77778,colonel's
77779,"Blackman,"
77780,"Fist-fights,"
77781,"shoot-outs,"
77782,stagecoach
77783,rolein
77784,dally
77785,"Affair"","
77786,"Dino,"
77787,lowball
77788,"Carre,"
77789,"Pym,"
77790,"Spy,"
77791,Rudiger
77792,"Hampel,"
77793,Magnus'
77794,"controller,"
77795,"mentor,"
77796,"natural,"
77797,"Membury,"
77798,duplicity
77799,"Magnus,"
77800,Axel
77801,miswrote
77802,misfilmed
77803,commerce
77804,"""Sailor"
77805,Fell
77806,"""Manos"""
77807,VanDamme
77808,"Sammi,"
77809,Curr
77810,"Snider,"
77811,"Sister,[Tipper"
77812,Gore]
77813,Weinbauer
77814,sammi
77815,"Nuke,"
77816,dj
77817,Sammi's
77818,"backwards,"
77819,hairband
77820,"Fastway,"
77821,Fastway
77822,Ratt
77823,N'
77824,"Roll,"
77825,Rockin'
77826,'N'
77827,"Roll"""
77828,"cheesey,"
77829,day-glo
77830,Chulawasse
77831,week-end
77832,"Voight,"
77833,>Dont
77834,frazzled
77835,Bostock's
77836,"""Ponty-this,"
77837,"Ponty-that"","
77838,"exit"","
77839,kosher
77840,pronto
77841,"""Boston"
77842,"Legal"""
77843,REALITY
77844,"""Chewbacca"
77845,"defense"""
77846,shyster
77847,MOCKINGBIRD
77848,qualm
77849,T4
77850,"gripe,"
77851,yoyo
77852,Sundays
77853,tight-knit
77854,cranky-benevolent
77855,vivacious
77856,up-rooted
77857,"profoundly,"
77858,insolently
77859,orchestrator
77860,cereal
77861,"commercial,"
77862,Garfield
77863,mussed-up
77864,"curls,"
77865,hung-over
77866,"persuasive,"
77867,DIRELY
77868,"""Nothing"
77869,"muses,"
77870,plot-turns
77871,blandly
77872,"underwritten,"
77873,Rains
77874,pater
77875,familias
77876,"Garfield,"
77877,writers'
77878,PERSUASION
77879,Root
77880,twitty
77881,angst-ridden
77882,understatements
77883,bedridden
77884,twittering
77885,Penry-Jones'
77886,Hinds
77887,P-J
77888,hand-
77889,"wringing,"
77890,extravagances
77891,Shakespeare:
77892,"Prejudice"""
77893,locational
77894,"""Clueless"""
77895,"PERSUASION,"
77896,Dateline
77897,joked
77898,"""Son"
77899,"Mask"""
77900,"Experiment"""
77901,face-pulling
77902,dote
77903,followup
77904,Dumberer:
77905,"Lloyd"""
77906,Khazei
77907,"Guterman,"
77908,"""Baby's"
77909,"Out,"""
77910,Tippett
77911,"Studio,"
77912,"Robots,"
77913,Dimension
77914,"""Siamese"
77915,"Popes"","
77916,tributes
77917,"Woodpecker,"
77918,"Amuck"""
77919,Norse
77920,Loki
77921,Odin's
77922,"Odin,"
77923,"Bros,"""
77924,Traylor
77925,>Further
77926,"Cumming,"
77927,Szubanski;
77928,missing;
77929,"""green"
77930,"""Blade:"
77931,"Trinity,"""
77932,cornering
77933,Bruckheimer's
77934,LP
77935,singles
77936,FLASHDANCE
77937,welder
77938,Welding
77939,flashdancing
77940,Lyne
77941,JenniferBeals
77942,sussed
77943,litin
77944,mummified
77945,gladiator's
77946,hikers
77947,sense:
77948,dunderheads
77949,protocol
77950,tidbit
77951,Demonicus'
77952,instructs
77953,scrunching
77954,"runs,"
77955,scampers
77956,think--enough
77957,arising
77958,film--one
77959,analogous
77960,hill--creating
77961,anticipation--and
77962,Abyss
77963,Terminators
77964,voyager
77965,maiden
77966,purposeful
77967,Emotionally
77968,definently
77969,winners'
77970,Sean's
77971,"Billy's,"
77972,"hunted,"
77973,tightrope
77974,Doodlebops
77975,connecticut
77976,doodlebops
77977,alphabet
77978,Deedee
77979,rooney
77980,Soweto
77981,"uprising,"
77982,"anthem,"
77983,"Lake,"
77984,"jealous"""
77985,"""1st"""
77986,>1st
77987,etcetera
77988,160
77989,"Die,"
77990,lead's
77991,editor's
77992,diversions
77993,"""Meanwhile,"
77994,Youtube;
77995,"ups,"
77996,scopophilia
77997,"atmospheric,"
77998,work;
77999,"neglected,"
78000,backtrack
78001,thought;
78002,Naylor's
78003,Dwarf
78004,"Human"""
78005,Lawanda
78006,Dumore
78007,regales
78008,Lament
78009,Configuration
78010,puzzle-box
78011,coherency
78012,"rewrites,"
78013,death-nail
78014,purring
78015,Archers'
78016,coincidence:
78017,heaven-and-earth
78018,films;
78019,nebulas
78020,"tattered,"
78021,Junge's
78022,>Consider
78023,Farlan
78024,contemptuously
78025,1945'
78026,lemon
78027,>Snobbery
78028,"Australian,"
78029,"THAT,"
78030,Casanova
78031,Brasco
78032,storing
78033,reasembling
78034,delving
78035,responsibilty
78036,Lembach
78037,jerry-rigs
78038,trys
78039,goofed
78040,"secretary,"
78041,Wah
78042,"sessions,"
78043,DeGeneres'
78044,"Helen,"
78045,re-readings
78046,mystery;
78047,feminist-scholar
78048,Quilt
78049,"""dope"""
78050,nauseatingly
78051,persuasively
78052,"bitterness,"
78053,intergenerational
78054,"artifices,"
78055,karishma
78056,"Fiza,"
78057,absolutley
78058,cr*p
78059,>avoid
78060,Nero
78061,all-white
78062,paraphernalia
78063,Nero's
78064,"companion,"
78065,oil-rich
78066,stunt-heavy
78067,gymnastics
78068,similarly-skilled
78069,"Kosugi,"
78070,'eliminates'
78071,confrontations;
78072,despatches
78073,"Lame,"
78074,actioneers
78075,"despise,"
78076,"forgivable,"
78077,"compensates,"
78078,surreality
78079,damningly
78080,"""comedies"""
78081,Momma's
78082,"""Norbit"";"
78083,"""butt"""
78084,womanWatch
78085,FlynnGable
78086,Ebsen
78087,Merkel
78088,30's40's
78089,grimace
78090,"""denouement"""
78091,"Eye"""
78092,"eye"","
78093,horror-cinema
78094,"""Bangkok"
78095,"haunted"""
78096,"eye"""
78097,>100%
78098,>*My
78099,plied
78100,"understatement,"
78101,pusher
78102,forged
78103,inmate
78104,Toshiaki
78105,Toyoda
78106,deserve's
78107,>Superbly
78108,`guts'
78109,"`Dahmer',"
78110,`Dahmer'
78111,"Dahmer,"
78112,greenlight
78113,`dahm'
78114,"digest,"
78115,`brainsadillas'
78116,appetizers
78117,`Mr
78118,skins'
78119,`woman
78120,McKay
78121,Peaks
78122,Pie's
78123,refuted
78124,Vulgar
78125,Insulting
78126,"Gun,"
78127,Spartans
78128,Disaster
78129,>Lambeau
78130,Koechner
78131,"football,"
78132,Melora
78133,Hardin
78134,"Radio,"
78135,"Dodgeball,"
78136,"Lights,"
78137,Invincible
78138,Lawerence
78139,Weathers
78140,moviesHappy
78141,"Café"""
78142,"crunch-time,"
78143,self-created
78144,Redgrave's
78145,construed
78146,roughneck
78147,post-Depression
78148,off-the-beaten-path
78149,battled
78150,Cork
78151,Hubbard
78152,Amelia's
78153,"""cousin"""
78154,"tongue,"
78155,Callow's
78156,flounder
78157,"""Ballad"
78158,"Amelia,"
78159,leech
78160,Hubbard's
78161,"understood,"
78162,businesswoman
78163,bona-fide
78164,Lynch-esquire
78165,"interest"""
78166,"wed,"
78167,characters's
78168,Cork's
78169,discombobulated
78170,importing
78171,"discover,"
78172,comparative
78173,"connectors,"
78174,"""Sad"
78175,**SPOILERS**Actually
78176,orientation
78177,Whom
78178,tanked
78179,ginmill
78180,serviceman
78181,"Montgomrey,"
78182,"Samuel,"
78183,"Leven,"
78184,"overly,"
78185,"sarcastically,"
78186,Neanderthal
78187,>Samules
78188,Inviting
78189,"Dwyer,"
78190,inebriated
78191,",Steve"
78192,"Brodie,"
78193,"Samuels,"
78194,anti-semitic
78195,Samuel's
78196,"swigs,"
78197,"objections,"
78198,uncouth
78199,guzzling
78200,"consumed,"
78201,"Okinawa,"
78202,>Montgomery
78203,smugly
78204,yap
78205,"""them"""
78206,"""us"""
78207,Montgomey
78208,Montgomerys
78209,deceptions
78210,"Phipps,"
78211,"panic,"
78212,jig
78213,crossfire
78214,>Dated
78215,"covers,"
78216,post-WWII
78217,"exposer,"
78218,210;
78219,arse-hole'
78220,Winsor
78221,McCay
78222,Ladislaw
78223,Frogland
78224,Cameraman't
78225,ingredients;
78226,Columbo's
78227,detectivemurder
78228,"Frawley,"
78229,GD
78230,Spradlin
78231,"wrinkly,old"
78232,"patheticBittersweet,"
78233,"choice"""
78234,effects:
78235,what'll
78236,WhalleyValerie
78237,Alstongets
78238,"jury,"
78239,Mafioso
78240,AsanteRusty
78241,"Pirone,"
78242,Pirone
78243,acquit
78244,mob-rub
78245,interspread
78246,go-between
78247,Asante's
78248,"Whalley,"
78249,Chasers
78250,chasers
78251,politions
78252,Chaser
78253,Corparation
78254,logies
78255,Wednesday
78256,9pm
78257,wwwABCnetauchaser
78258,Ramgopal
78259,goodYou
78260,Daya
78261,Naik
78262,crackled
78263,Fifth
78264,Saks
78265,bustle
78266,Avenuebut
78267,something's
78268,Creepier
78269,"Legend,"
78270,get-up
78271,flailing
78272,sympathized
78273,"relevant"""
78274,miss-matched
78275,atitudinous
78276,trans-gender
78277,profitable
78278,lumbers
78279,Entire
78280,plopped
78281,comme
78282,"ci,"
78283,"""shallow"
78284,"blockbuster"""
78285,>Onstage
78286,workshopping
78287,stage-career
78288,'story'of
78289,ACL
78290,noodled
78291,reductivist
78292,creativity:
78293,synthesize
78294,alleviate
78295,"tedium,"
78296,recedes
78297,spotlighted
78298,"Set-wise,"
78299,"bows,"
78300,"""One"""
78301,"powerfully,"
78302,pent-up
78303,Grampa
78304,manhandles
78305,"mushed,"
78306,Fosse's
78307,Dancin'
78308,Hamlisch's
78309,"""jazz"
78310,mangling
78311,"these"""
78312,"""frontal"""
78313,"question"""
78314,augmented
78315,suffocating
78316,runt
78317,Broadways
78318,"Miz,"
78319,Saigon
78320,temperate
78321,"hardened,"
78322,"pretty-boy,"
78323,Millerdevelops
78324,"""gets"
78325,bad-boy
78326,"""fireworks"""
78327,apothacary
78328,Plunkett
78329,ecclectic
78330,Macleane
78331,"fast-paced,highly"
78332,CLIMAX
78333,Shoot
78334,"stellar,"
78335,Blockbusters'
78336,perhapsbut
78337,>Eddie
78338,cop-flick
78339,videodvd
78340,top-form
78341,molded
78342,>Top
78343,Performance:
78344,Job:
78345,anythingbut
78346,Showtimewas
78347,Croatian
78348,"Arbour,"
78349,Arbour
78350,honouring
78351,Yeeee-Haa
78352,disguise;
78353,Slipstream
78354,theory;
78355,aeroplanes
78356,Spagetti
78357,Substitute
78358,semi-arty
78359,"""shoot-'em-ups"
78360,"pretensions"""
78361,>Put
78362,vampire-ish
78363,48hrs
78364,ruffians
78365,Rebb
78366,payback's
78367,them's
78368,>xxx
78369,"winners,"
78370,"Malden,"
78371,Savalas
78372,"LORD,"
78373,>Irwin
78374,"Savalas,"
78375,Slippery
78376,boilers
78377,grappling
78378,>Stupidity
78379,">Caine,"
78380,happy--whoopee
78381,yee
78382,"haw,"
78383,>Survivors
78384,plutonium
78385,Smithee's
78386,"insanity,"
78387,Vey
78388,"Horror,"
78389,adjusted
78390,missing--the
78391,good--but
78392,Feyder
78393,"Belgian-French,"
78394,redoing
78395,film--some
78396,"storm,"
78397,"canal,"
78398,"silhouettes,"
78399,"themes--immigration,"
78400,love--have
78401,currents
78402,toxie
78403,hillarious
78404,un-gory
78405,"Claire,"
78406,"Junko,"
78407,incorrectness
78408,"1927,"
78409,half-Hawaiian
78410,pineapple
78411,engineer--Clive
78412,Brook
78413,Arlette
78414,Marchal
78415,"attentions,"
78416,Dupont
78417,>Bow
78418,"bath,"
78419,hula
78420,"skirt,"
78421,>Note:
78422,Haldane---not
78423,Truax
78424,asterix
78425,"""Asterix"
78426,adhering
78427,preserving
78428,produce;
78429,"Normans"""
78430,"Vikings"""
78431,"communications,"
78432,airlines
78433,spoofed
78434,Cacofonix
78435,"""asterix"""
78436,Justforkix's
78437,staleness
78438,staples
78439,Derivative
78440,"""Astrix"""
78441,"Romans,"
78442,"""Ex-Lady"""
78443,"""Atoll"
78444,"K,"""
78445,"""Utopia,"""
78446,"""Robinson"
78447,"Crusoeland,"""
78448,"""Escapade"""
78449,two-shot
78450,flawed:
78451,Léo
78452,Joannon's
78453,"libertarian,"
78454,communalist
78455,"""Passport"
78456,"Pimlico,"""
78457,crudity
78458,baby-boomer
78459,1960'searly
78460,"Jud,"
78461,frontyard
78462,Louisthe
78463,greetednot
78464,"returned,"
78465,adaptions
78466,Gage
78467,"""Pet"
78468,"Sematary"""
78469,dialoague
78470,SEQUENCES
78471,TAKEN
78472,STRAIGHT
78473,COMMERCIAL
78474,b-boy
78475,"twirls,"
78476,grande
78477,>i'll
78478,"Served,"
78479,Stage
78480,"Ballet,"
78481,"Structurally,"
78482,wwwlovetrapmoviecom
78483,reheated
78484,Clumsy
78485,verve
78486,Potentially
78487,bulimia
78488,"dieting,"
78489,Grove
78490,Dwervick
78491,blokes
78492,strangles
78493,transfered
78494,">Co-written,"
78495,Emmanuel
78496,Itier
78497,Duforq
78498,"Itier,"
78499,'can
78500,back-flips
78501,somersaults
78502,"burnt,"
78503,"corn,"
78504,sickles
78505,"$250,000"
78506,mum's
78507,>Scarecrow
78508,skipper
78509,"Bickford,"
78510,HollowWood
78511,auld
78512,ang
78513,"sine"""
78514,Yech
78515,catcher
78516,whirling
78517,Kremlin
78518,>Technical
78519,"uniforms,"
78520,"insignia,"
78521,*events*
78522,"General"""
78523,historybut
78524,"irrefutable,"
78525,garda
78526,"Cops,"
78527,"non-menacing,"
78528,Russo's
78529,Crowne
78530,"bulky,"
78531,Yokhai
78532,crimeyakuza
78533,Andromedia
78534,"Miike,"
78535,co-screen
78536,"conventions,"
78537,creature-effects
78538,"""festival"""
78539,"wide,"
78540,"Miyazaki,"
78541,"kids-as-big-heroes,"
78542,power-hungry
78543,sorcerers
78544,"source,"
78545,flamboyantly
78546,Gungan
78547,"TPM,"
78548,power-play
78549,"comparisons,"
78550,over-reaching
78551,Ryunosuke
78552,Kamiki
78553,"Tadashi,"
78554,"sorcerer,"
78555,"Yokhai,"
78556,mission-
78557,Tadashi
78558,pumped
78559,Sato
78560,Sato's
78561,"cohort,"
78562,"Kuriyama,"
78563,villainies
78564,Tadashi's
78565,Sunekosuri
78566,"contained,"
78567,"turtle,"
78568,"serpent,"
78569,effects-
78570,squared;
78571,Akuzi
78572,turtle-Yokai
78573,"wizardry,"
78574,"storyboards,"
78575,"folklore,"
78576,veeringly
78577,"low-key,"
78578,problem's
78579,>Casey
78580,"""exert"
78581,"mutter"""
78582,"""put"
78583,"rolls"""
78584,Lips
78585,Barely
78586,Muscles
78587,Atrophied
78588,ANYthing
78589,"watch"","
78590,*bad*
78591,comical-looking
78592,ridiculousand
78593,"stereotypesarchetypes,"
78594,Keithwhom
78595,inconsistentwhich
78596,isand
78597,"Framing,"
78598,"coverage,"
78599,anglethat
78600,projector
78601,unexposed
78602,Pacing
78603,justpun
78604,"Perine,"
78605,"Nicholas,"
78606,"Pie,"
78607,*were*
78608,"unrestrained,"
78609,ithinting
78610,"Characters,"
78611,"unexciting,"
78612,"alphabet,"
78613,electrified
78614,disprove
78615,reconfirmed
78616,gundam
78617,attractiveness
78618,"Consequently,"
78619,Heero
78620,"attention-spans,"
78621,"""Exterminator"""
78622,Linking
78623,some;
78624,fancied
78625,Duffell's
78626,MAIDEN
78627,"Murder"":"
78628,Adams'
78629,'fictitious'
78630,[1932];
78631,DIABOLIQUE-type
78632,">""Waxworks"":"
78633,Joss
78634,jilted
78635,Ackland's
78636,house-trapped
78637,EXTERMINATING
78638,ANGEL
78639,">""Sweets"
78640,"Sweet"":"
78641,Nyree
78642,'curtain'
78643,"disc,"
78644,"Mousetrap"""
78645,"End,"
78646,"Cloak"":"
78647,reverent
78648,"subgenre,"
78649,himself;
78650,subsidiary
78651,proceedings;
78652,Bayldon
78653,bit;
78654,'silent-cinema'
78655,audacious
78656,a'
78657,FEARLESS
78658,VAMPIRE
78659,KILLERS
78660,THEATRE
78661,>Video
78662,Commentary:
78663,Rigby
78664,"""A-Rated"
78665,center-stage
78666,"all-too-brief,"
78667,"Franks,"
78668,posterstills
78669,7:35pm
78670,DirecTivo
78671,Woke
78672,3am
78673,invesment
78674,"coast,"
78675,HBO2
78676,iMDB
78677,"VIDEO,"
78678,DIGITAL
78679,VIDEO
78680,'stupid'
78681,"example"""
78682,Lovitz
78683,"""thinker's"
78684,cr4p
78685,"""riddles"","
78686,"recess,"
78687,"truth"""
78688,"How,"
78689,"cake,"
78690,"explain,"
78691,"Highlanders,"
78692,s-o-b's
78693,"""menacing"""
78694,"""oh-so-clever"""
78695,Riddle
78696,"knowledge"""
78697,"deserve,"
78698,"constrictions,"
78699,brighten
78700,>120
78701,>Blasting
78702,>Walking
78703,Koopa
78704,Incredibles
78705,Hitcher
78706,reluctantunlikely
78707,lives--who
78708,"Welsh,"
78709,Hopkins'
78710,'straw
78711,wind'
78712,'production'
78713,castigated
78714,"prejudice,"
78715,Write
78716,Direct
78717,moderated
78718,rewritten
78719,Mortensen's
78720,cross-dissolved
78721,green-lit
78722,Convent
78723,"Demons,"
78724,"Canton,"
78725,festering
78726,jockhood
78727,gravely
78728,Björks
78729,"""Bachelorette"""
78730,stuningly
78731,Utena
78732,tranformed
78733,highspeed
78734,"universes,"
78735,Regan
78736,MacNeil
78737,Hickland
78738,Farnsworth
78739,Hasselhoff
78740,illegally
78741,squatting
